RECORD,DATE,TIME,TEMP_C,WL_ELEV_M
13050,4/27/2008,8:15:21 PM,12.787,1.1
13052,4/27/2008,9:15:21 PM,12.883,1.1
13054,4/27/2008,10:15:21 PM,12.98,1.1
13056,4/27/2008,11:15:21 PM,13.076,1.1
13058,4/28/2008,12:15:21 AM,13.173,1.3
13060,4/28/2008,1:15:21 AM,13.558,1.7
13062,4/28/2008,2:15:21 AM,14.038,2.0
13064,4/28/2008,3:15:21 AM,13.461,2.1
13066,4/28/2008,4:15:21 AM,13.269,2.1
13068,4/28/2008,5:15:21 AM,13.558,1.9
13070,4/28/2008,6:15:21 AM,13.75,1.7
13072,4/28/2008,7:15:21 AM,13.461,1.5
13074,4/28/2008,8:15:21 AM,13.173,1.4
13076,4/28/2008,9:15:21 AM,13.076,1.5
13078,4/28/2008,10:15:21 AM,13.076,1.6
13080,4/28/2008,11:15:21 AM,13.269,1.8
13082,4/28/2008,12:15:21 PM,12.98,2.1
13084,4/28/2008,1:15:21 PM,12.401,2.3
13086,4/28/2008,2:15:21 PM,12.013,2.4
13088,4/28/2008,3:15:21 PM,12.11,2.3
13090,4/28/2008,4:15:21 PM,12.594,2.0
13092,4/28/2008,5:15:21 PM,12.787,1.7
13094,4/28/2008,6:15:21 PM,12.69,1.4
13096,4/28/2008,7:15:21 PM,12.787,1.2
13098,4/28/2008,8:15:21 PM,13.269,1.1
13100,4/28/2008,9:15:21 PM,14.038,1.1
13102,4/28/2008,10:15:21 PM,14.517,1.1
13104,4/28/2008,11:15:21 PM,14.996,1.1
13106,4/29/2008,12:15:21 AM,15.091,1.1
13108,4/29/2008,1:15:21 AM,14.9,1.5
13110,4/29/2008,2:15:21 AM,14.996,1.9
13112,4/29/2008,3:15:21 AM,15.187,2.2
13114,4/29/2008,4:15:21 AM,14.517,2.3
13116,4/29/2008,5:15:21 AM,14.23,2.3
13118,4/29/2008,6:15:21 AM,14.421,2.1
13120,4/29/2008,7:15:21 AM,14.421,1.9
13122,4/29/2008,8:15:21 AM,13.942,1.6
13124,4/29/2008,9:15:21 AM,13.558,1.5
13126,4/29/2008,10:15:21 AM,13.365,1.4
13128,4/29/2008,11:15:21 AM,13.076,1.5
13130,4/29/2008,12:15:21 PM,12.98,1.7
13132,4/29/2008,1:15:21 PM,12.98,2.0
13134,4/29/2008,2:15:21 PM,12.98,2.2
13136,4/29/2008,3:15:21 PM,12.69,2.3
13138,4/29/2008,4:15:21 PM,12.594,2.3
13140,4/29/2008,5:15:21 PM,12.69,2.1
13142,4/29/2008,6:15:21 PM,12.594,1.8
13144,4/29/2008,7:15:21 PM,12.401,1.5
13146,4/29/2008,8:15:21 PM,12.013,1.2
13148,4/29/2008,9:15:21 PM,11.916,1.2
13150,4/29/2008,10:15:21 PM,12.497,1.1
13152,4/29/2008,11:15:21 PM,13.076,1.1
13154,4/30/2008,12:15:21 AM,13.654,1.1
13156,4/30/2008,1:15:21 AM,13.75,1.1
13158,4/30/2008,2:15:21 AM,13.654,1.6
13160,4/30/2008,3:15:21 AM,14.517,2.0
13162,4/30/2008,4:15:21 AM,15.282,2.3
13164,4/30/2008,5:15:21 AM,14.421,2.4
13166,4/30/2008,6:15:21 AM,14.038,2.4
13168,4/30/2008,7:15:21 AM,14.421,2.2
13170,4/30/2008,8:15:21 AM,14.038,1.9
13172,4/30/2008,9:15:21 AM,12.787,1.5
13174,4/30/2008,10:15:21 AM,11.819,1.3
13176,4/30/2008,11:15:21 AM,11.236,1.2
13178,4/30/2008,12:15:21 PM,10.846,1.2
13180,4/30/2008,1:15:21 PM,10.748,1.4
13182,4/30/2008,2:15:21 PM,11.139,1.8
13184,4/30/2008,3:15:21 PM,11.819,2.0
13186,4/30/2008,4:15:21 PM,12.013,2.2
13188,4/30/2008,5:15:21 PM,11.722,2.3
13190,4/30/2008,6:15:21 PM,11.819,2.1
13192,4/30/2008,7:15:21 PM,11.819,1.8
13194,4/30/2008,8:15:21 PM,11.334,1.5
13196,4/30/2008,9:15:21 PM,10.944,1.2
13198,4/30/2008,10:15:21 PM,11.139,1.1
13200,4/30/2008,11:15:21 PM,11.625,1.1
13202,5/1/2008,12:15:21 AM,12.207,1.1
13204,5/1/2008,1:15:21 AM,12.304,1.1
13206,5/1/2008,2:15:21 AM,12.207,1.1
13208,5/1/2008,3:15:21 AM,12.11,1.6
13210,5/1/2008,4:15:21 AM,13.076,2.1
13212,5/1/2008,5:15:21 AM,12.401,2.4
13214,5/1/2008,6:15:21 AM,11.722,2.5
13216,5/1/2008,7:15:21 AM,11.625,2.4
13218,5/1/2008,8:15:21 AM,12.207,2.1
13220,5/1/2008,9:15:21 AM,12.013,1.7
13222,5/1/2008,10:15:21 AM,11.139,1.3
13224,5/1/2008,11:15:21 AM,10.553,1.2
13226,5/1/2008,12:15:21 PM,10.259,1.1
13228,5/1/2008,1:15:21 PM,10.063,1.1
13230,5/1/2008,2:15:21 PM,9.965,1.1
13232,5/1/2008,3:15:21 PM,9.866,1.5
13234,5/1/2008,4:15:21 PM,10.357,1.9
13236,5/1/2008,5:15:21 PM,10.259,2.2
13238,5/1/2008,6:15:21 PM,10.161,2.3
13240,5/1/2008,7:15:21 PM,10.259,2.2
13242,5/1/2008,8:15:21 PM,10.651,1.8
13244,5/1/2008,9:15:21 PM,11.041,1.5
13246,5/1/2008,10:15:21 PM,11.041,1.2
13248,5/1/2008,11:15:21 PM,11.236,1.1
13250,5/2/2008,12:15:21 AM,11.625,1.1
13252,5/2/2008,1:15:21 AM,11.819,1.1
13254,5/2/2008,2:15:21 AM,11.722,1.1
13256,5/2/2008,3:15:21 AM,11.625,1.1
13258,5/2/2008,4:15:21 AM,11.819,1.9
13260,5/2/2008,5:15:21 AM,12.013,2.4
13262,5/2/2008,6:15:21 AM,10.846,2.6
13264,5/2/2008,7:15:21 AM,10.846,2.7
13266,5/2/2008,8:15:21 AM,10.748,2.4
13268,5/2/2008,9:15:21 AM,11.334,2.0
13270,5/2/2008,10:15:21 AM,11.431,1.6
13272,5/2/2008,11:15:21 AM,10.944,1.2
13274,5/2/2008,12:15:21 PM,10.553,1.1
13276,5/2/2008,1:15:21 PM,10.455,1.1
13278,5/2/2008,2:15:21 PM,10.259,1.1
13280,5/2/2008,3:15:21 PM,10.259,1.1
13282,5/2/2008,4:15:21 PM,10.259,1.4
13284,5/2/2008,5:15:21 PM,10.553,2.0
13286,5/2/2008,6:15:21 PM,10.455,2.4
13288,5/2/2008,7:15:21 PM,10.259,2.5
13290,5/2/2008,8:15:21 PM,10.553,2.3
13292,5/2/2008,9:15:21 PM,11.236,2.0
13294,5/2/2008,10:15:21 PM,11.819,1.6
13296,5/2/2008,11:15:21 PM,12.304,1.3
13298,5/3/2008,12:15:21 AM,12.69,1.1
13300,5/3/2008,1:15:21 AM,12.883,1.1
13302,5/3/2008,2:15:21 AM,12.98,1.1
13304,5/3/2008,3:15:21 AM,12.883,1.1
13306,5/3/2008,4:15:21 AM,12.594,1.7
13308,5/3/2008,5:15:21 AM,12.787,2.3
13310,5/3/2008,6:15:21 AM,11.334,2.8
13312,5/3/2008,7:15:21 AM,11.139,3.0
13314,5/3/2008,8:15:21 AM,11.236,2.8
13316,5/3/2008,9:15:21 AM,11.139,2.5
13318,5/3/2008,10:15:21 AM,11.528,1.9
13320,5/3/2008,11:15:21 AM,11.625,1.5
13322,5/3/2008,12:15:21 PM,11.431,1.2
13324,5/3/2008,1:15:21 PM,11.334,1.1
13326,5/3/2008,2:15:21 PM,11.139,1.1
13328,5/3/2008,3:15:21 PM,11.139,1.1
13330,5/3/2008,4:15:21 PM,11.041,1.1
13332,5/3/2008,5:15:21 PM,11.041,1.2
13334,5/3/2008,6:15:21 PM,11.236,2.0
13336,5/3/2008,7:15:21 PM,10.944,2.4
13338,5/3/2008,8:15:21 PM,10.944,2.5
13340,5/3/2008,9:15:21 PM,11.041,2.3
13342,5/3/2008,10:15:21 PM,11.334,1.9
13344,5/3/2008,11:15:21 PM,11.722,1.5
13346,5/4/2008,12:15:21 AM,11.722,1.2
13348,5/4/2008,1:15:21 AM,11.722,1.1
13350,5/4/2008,2:15:21 AM,11.722,1.1
13352,5/4/2008,3:15:21 AM,11.625,1.1
13354,5/4/2008,4:15:21 AM,11.528,1.1
13356,5/4/2008,5:15:21 AM,11.236,2.0
13358,5/4/2008,6:15:21 AM,10.846,2.6
13360,5/4/2008,7:15:21 AM,10.455,2.9
13362,5/4/2008,8:15:21 AM,10.455,3.0
13364,5/4/2008,9:15:21 AM,10.357,2.8
13366,5/4/2008,10:15:21 AM,10.161,2.3
13368,5/4/2008,11:15:21 AM,10.063,1.7
13370,5/4/2008,12:15:21 PM,9.866,1.3
13372,5/4/2008,1:15:21 PM,9.571,1.2
13374,5/4/2008,2:15:21 PM,9.373,1.2
13376,5/4/2008,3:15:21 PM,9.275,1.1
13378,5/4/2008,4:15:21 PM,9.176,1.1
13380,5/4/2008,5:15:21 PM,9.275,1.1
13382,5/4/2008,6:15:21 PM,9.472,1.1
13384,5/4/2008,7:15:21 PM,11.041,2.0
13386,5/4/2008,8:15:21 PM,13.173,2.4
13388,5/4/2008,9:15:21 PM,13.558,2.5
13390,5/4/2008,10:15:21 PM,13.75,2.3
13392,5/4/2008,11:15:21 PM,14.23,1.9
13394,5/5/2008,12:15:21 AM,13.269,1.5
13396,5/5/2008,1:15:21 AM,12.98,1.2
13398,5/5/2008,2:15:21 AM,12.98,1.1
13400,5/5/2008,3:15:21 AM,12.98,1.1
13402,5/5/2008,4:15:21 AM,12.787,1.1
13404,5/5/2008,5:15:21 AM,12.497,1.6
13406,5/5/2008,6:15:21 AM,13.269,2.3
13408,5/5/2008,7:15:21 AM,12.787,2.8
13410,5/5/2008,8:15:21 AM,12.401,3.1
13412,5/5/2008,9:15:21 AM,12.401,3.1
13414,5/5/2008,10:15:21 AM,12.207,2.7
13416,5/5/2008,11:15:21 AM,11.916,2.2
13418,5/5/2008,12:15:21 PM,11.625,1.6
13420,5/5/2008,1:15:21 PM,11.236,1.3
13422,5/5/2008,2:15:21 PM,10.944,1.2
13424,5/5/2008,3:15:21 PM,10.846,1.2
13426,5/5/2008,4:15:21 PM,10.846,1.2
13428,5/5/2008,5:15:21 PM,10.944,1.2
13430,5/5/2008,6:15:21 PM,11.041,1.2
13432,5/5/2008,7:15:21 PM,11.431,1.2
13434,5/5/2008,8:15:21 PM,12.304,2.0
13436,5/5/2008,9:15:21 PM,13.461,2.5
13438,5/5/2008,10:15:21 PM,13.942,2.5
13440,5/5/2008,11:15:21 PM,14.134,2.3
13442,5/6/2008,12:15:21 AM,14.325,1.9
13444,5/6/2008,1:15:21 AM,13.75,1.5
13446,5/6/2008,2:15:21 AM,13.75,1.2
13448,5/6/2008,3:15:21 AM,13.654,1.1
13450,5/6/2008,4:15:21 AM,13.461,1.1
13452,5/6/2008,5:15:21 AM,13.173,1.2
13454,5/6/2008,6:15:21 AM,12.787,2.0
13456,5/6/2008,7:15:21 AM,12.98,2.6
13458,5/6/2008,8:15:21 AM,12.497,3.0
13460,5/6/2008,9:15:21 AM,12.401,3.2
13462,5/6/2008,10:15:21 AM,12.401,3.1
13464,5/6/2008,11:15:21 AM,12.11,2.7
13466,5/6/2008,12:15:21 PM,11.916,2.1
13468,5/6/2008,1:15:21 PM,11.528,1.6
13470,5/6/2008,2:15:21 PM,11.334,1.3
13472,5/6/2008,3:15:21 PM,11.236,1.3
13474,5/6/2008,4:15:21 PM,11.139,1.2
13476,5/6/2008,5:15:21 PM,11.139,1.2
13478,5/6/2008,6:15:21 PM,11.334,1.2
13480,5/6/2008,7:15:21 PM,11.431,1.2
13482,5/6/2008,8:15:21 PM,11.722,1.4
13484,5/6/2008,9:15:21 PM,12.11,2.1
13486,5/6/2008,10:15:21 PM,12.787,2.5
13488,5/6/2008,11:15:21 PM,12.787,2.6
13490,5/7/2008,12:15:21 AM,12.883,2.3
13492,5/7/2008,1:15:21 AM,12.787,1.9
13494,5/7/2008,2:15:21 AM,12.304,1.5
13496,5/7/2008,3:15:21 AM,12.11,1.2
13498,5/7/2008,4:15:21 AM,11.819,1.2
13500,5/7/2008,5:15:21 AM,11.722,1.1
13502,5/7/2008,6:15:21 AM,11.528,1.5
13504,5/7/2008,7:15:21 AM,11.625,2.2
13506,5/7/2008,8:15:21 AM,11.722,2.8
13508,5/7/2008,9:15:21 AM,11.819,3.1
13510,5/7/2008,10:15:21 AM,11.722,3.3
13512,5/7/2008,11:15:21 AM,11.625,3.1
13514,5/7/2008,12:15:21 PM,11.334,2.7
13516,5/7/2008,1:15:21 PM,11.041,2.1
13518,5/7/2008,2:15:21 PM,10.748,1.6
13520,5/7/2008,3:15:21 PM,10.455,1.4
13522,5/7/2008,4:15:21 PM,10.357,1.3
13524,5/7/2008,5:15:21 PM,10.259,1.3
13526,5/7/2008,6:15:21 PM,10.259,1.2
13528,5/7/2008,7:15:21 PM,10.357,1.2
13530,5/7/2008,8:15:21 PM,10.455,1.2
13532,5/7/2008,9:15:21 PM,10.553,1.5
13534,5/7/2008,10:15:21 PM,10.846,2.1
13536,5/7/2008,11:15:21 PM,11.625,2.5
13538,5/8/2008,12:15:21 AM,11.819,2.5
13540,5/8/2008,1:15:21 AM,11.722,2.3
13542,5/8/2008,2:15:21 AM,11.236,1.9
13544,5/8/2008,3:15:21 AM,10.846,1.5
13546,5/8/2008,4:15:21 AM,10.553,1.2
13548,5/8/2008,5:15:21 AM,10.455,1.1
13550,5/8/2008,6:15:21 AM,10.259,1.1
13552,5/8/2008,7:15:21 AM,10.259,1.7
13554,5/8/2008,8:15:21 AM,10.357,2.3
13556,5/8/2008,9:15:21 AM,10.455,2.8
13558,5/8/2008,10:15:21 AM,10.846,3.1
13560,5/8/2008,11:15:21 AM,10.846,3.2
13562,5/8/2008,12:15:21 PM,10.651,3.0
13564,5/8/2008,1:15:21 PM,10.357,2.5
13566,5/8/2008,2:15:21 PM,9.965,1.9
13568,5/8/2008,3:15:21 PM,9.669,1.4
13570,5/8/2008,4:15:21 PM,9.472,1.3
13572,5/8/2008,5:15:21 PM,9.571,1.2
13574,5/8/2008,6:15:21 PM,9.669,1.2
13576,5/8/2008,7:15:21 PM,9.965,1.2
13578,5/8/2008,8:15:21 PM,10.357,1.2
13580,5/8/2008,9:15:21 PM,10.846,1.2
13582,5/8/2008,10:15:21 PM,11.139,1.6
13584,5/8/2008,11:15:21 PM,11.722,2.2
13586,5/9/2008,12:15:21 AM,12.594,2.5
13588,5/9/2008,1:15:21 AM,12.69,2.5
13590,5/9/2008,2:15:21 AM,12.69,2.2
13592,5/9/2008,3:15:21 AM,12.013,1.8
13594,5/9/2008,4:15:21 AM,11.334,1.5
13596,5/9/2008,5:15:21 AM,11.041,1.2
13598,5/9/2008,6:15:21 AM,10.748,1.1
13600,5/9/2008,7:15:21 AM,10.651,1.3
13602,5/9/2008,8:15:21 AM,10.553,1.8
13604,5/9/2008,9:15:21 AM,11.041,2.3
13606,5/9/2008,10:15:21 AM,11.334,2.8
13608,5/9/2008,11:15:21 AM,11.236,3.0
13610,5/9/2008,12:15:21 PM,11.236,3.1
13612,5/9/2008,1:15:21 PM,11.041,2.8
13614,5/9/2008,2:15:21 PM,10.651,2.3
13616,5/9/2008,3:15:21 PM,10.161,1.7
13618,5/9/2008,4:15:21 PM,9.768,1.3
13620,5/9/2008,5:15:21 PM,9.669,1.2
13622,5/9/2008,6:15:21 PM,9.768,1.2
13624,5/9/2008,7:15:21 PM,10.063,1.2
13626,5/9/2008,8:15:21 PM,10.357,1.2
13628,5/9/2008,9:15:21 PM,10.846,1.1
13630,5/9/2008,10:15:21 PM,11.819,1.1
13632,5/9/2008,11:15:21 PM,12.69,1.6
13634,5/10/2008,12:15:21 AM,14.517,2.2
13636,5/10/2008,1:15:21 AM,14.613,2.5
13638,5/10/2008,2:15:21 AM,14.517,2.5
13640,5/10/2008,3:15:21 AM,14.517,2.2
13642,5/10/2008,4:15:21 AM,14.23,1.8
13644,5/10/2008,5:15:21 AM,13.076,1.5
13646,5/10/2008,6:15:21 AM,12.497,1.2
13648,5/10/2008,7:15:21 AM,12.11,1.1
13650,5/10/2008,8:15:21 AM,12.013,1.4
13652,5/10/2008,9:15:21 AM,12.11,1.8
13654,5/10/2008,10:15:21 AM,12.883,2.3
13656,5/10/2008,11:15:21 AM,13.076,2.7
13658,5/10/2008,12:15:21 PM,12.883,2.9
13660,5/10/2008,1:15:21 PM,12.883,2.9
13662,5/10/2008,2:15:21 PM,12.69,2.6
13664,5/10/2008,3:15:21 PM,12.497,2.2
13666,5/10/2008,4:15:21 PM,12.013,1.7
13668,5/10/2008,5:15:21 PM,11.431,1.3
13670,5/10/2008,6:15:21 PM,11.334,1.2
13672,5/10/2008,7:15:21 PM,11.431,1.1
13674,5/10/2008,8:15:21 PM,11.722,1.1
13676,5/10/2008,9:15:21 PM,12.013,1.1
13678,5/10/2008,10:15:21 PM,12.11,1.1
13680,5/10/2008,11:15:21 PM,12.207,1.1
13682,5/11/2008,12:15:21 AM,12.594,1.9
13684,5/11/2008,1:15:21 AM,13.558,2.3
13686,5/11/2008,2:15:21 AM,13.365,2.6
13688,5/11/2008,3:15:21 AM,13.269,2.6
13690,5/11/2008,4:15:21 AM,13.269,2.3
13692,5/11/2008,5:15:21 AM,13.269,2.0
13694,5/11/2008,6:15:21 AM,12.787,1.6
13696,5/11/2008,7:15:21 AM,12.207,1.4
13698,5/11/2008,8:15:21 AM,11.819,1.3
13700,5/11/2008,9:15:21 AM,11.722,1.4
13702,5/11/2008,10:15:21 AM,11.916,1.7
13704,5/11/2008,11:15:21 AM,12.207,2.2
13706,5/11/2008,12:15:21 PM,12.207,2.5
13708,5/11/2008,1:15:21 PM,11.722,2.7
13710,5/11/2008,2:15:21 PM,11.625,2.7
13712,5/11/2008,3:15:21 PM,11.625,2.5
13714,5/11/2008,4:15:21 PM,11.722,2.1
13716,5/11/2008,5:15:21 PM,11.528,1.6
13718,5/11/2008,6:15:21 PM,11.236,1.3
13720,5/11/2008,7:15:21 PM,11.334,1.2
13722,5/11/2008,8:15:21 PM,11.722,1.2
13724,5/11/2008,9:15:21 PM,12.304,1.1
13726,5/11/2008,10:15:21 PM,12.98,1.1
13728,5/11/2008,11:15:21 PM,13.461,1.1
13730,5/12/2008,12:15:21 AM,14.038,1.1
13732,5/12/2008,1:15:21 AM,14.517,1.8
13734,5/12/2008,2:15:21 AM,15.855,2.3
13736,5/12/2008,3:15:21 AM,14.804,2.5
13738,5/12/2008,4:15:21 AM,14.613,2.5
13740,5/12/2008,5:15:21 AM,14.613,2.2
13742,5/12/2008,6:15:21 AM,15.091,1.9
13744,5/12/2008,7:15:21 AM,14.421,1.5
13746,5/12/2008,8:15:21 AM,13.461,1.3
13748,5/12/2008,9:15:21 AM,12.98,1.2
13750,5/12/2008,10:15:21 AM,12.787,1.2
13752,5/12/2008,11:15:21 AM,12.594,1.4
13754,5/12/2008,12:15:21 PM,13.076,1.8
13756,5/12/2008,1:15:21 PM,13.461,2.1
13758,5/12/2008,2:15:21 PM,13.173,2.4
13760,5/12/2008,3:15:21 PM,12.883,2.4
13762,5/12/2008,4:15:21 PM,12.98,2.2
13764,5/12/2008,5:15:21 PM,13.173,1.9
13766,5/12/2008,6:15:21 PM,12.883,1.5
13768,5/12/2008,7:15:21 PM,12.497,1.2
13770,5/12/2008,8:15:21 PM,12.787,1.1
13772,5/12/2008,9:15:21 PM,13.461,1.1
13774,5/12/2008,10:15:21 PM,14.134,1.1
13776,5/12/2008,11:15:21 PM,14.709,1.1
13778,5/13/2008,12:15:21 AM,14.996,1.1
13780,5/13/2008,1:15:21 AM,15.187,1.1
13782,5/13/2008,2:15:21 AM,15.569,1.9
13784,5/13/2008,3:15:21 AM,15.378,2.3
13786,5/13/2008,4:15:21 AM,14.421,2.5
13788,5/13/2008,5:15:21 AM,14.325,2.5
13790,5/13/2008,6:15:21 AM,14.325,2.2
13792,5/13/2008,7:15:21 AM,14.996,1.9
13794,5/13/2008,8:15:21 AM,14.9,1.5
13796,5/13/2008,9:15:21 AM,14.23,1.2
13798,5/13/2008,10:15:21 AM,13.846,1.1
13800,5/13/2008,11:15:21 AM,13.654,1.1
13802,5/13/2008,12:15:21 PM,13.461,1.1
13804,5/13/2008,1:15:21 PM,13.365,1.5
13806,5/13/2008,2:15:21 PM,13.75,1.9
13808,5/13/2008,3:15:21 PM,13.461,2.2
13810,5/13/2008,4:15:21 PM,13.173,2.3
13812,5/13/2008,5:15:21 PM,13.173,2.2
13814,5/13/2008,6:15:21 PM,13.365,2.0
13816,5/13/2008,7:15:21 PM,13.461,1.6
13818,5/13/2008,8:15:21 PM,13.173,1.3
13820,5/13/2008,9:15:21 PM,12.98,1.2
13822,5/13/2008,10:15:21 PM,12.883,1.1
13824,5/13/2008,11:15:21 PM,12.883,1.1
13826,5/14/2008,12:15:21 AM,12.787,1.1
13828,5/14/2008,1:15:21 AM,12.69,1.1
13830,5/14/2008,2:15:21 AM,12.69,1.6
13832,5/14/2008,3:15:21 AM,13.173,2.1
13834,5/14/2008,4:15:21 AM,13.173,2.5
13836,5/14/2008,5:15:21 AM,12.787,2.7
13838,5/14/2008,6:15:21 AM,12.69,2.6
13840,5/14/2008,7:15:21 AM,12.883,2.4
13842,5/14/2008,8:15:21 AM,12.883,2.0
13844,5/14/2008,9:15:21 AM,12.594,1.6
13846,5/14/2008,10:15:21 AM,12.11,1.3
13848,5/14/2008,11:15:21 AM,11.819,1.2
13850,5/14/2008,12:15:21 PM,11.625,1.2
13852,5/14/2008,1:15:21 PM,11.528,1.2
13854,5/14/2008,2:15:21 PM,11.431,1.3
13856,5/14/2008,3:15:21 PM,11.528,1.7
13858,5/14/2008,4:15:21 PM,12.013,2.1
13860,5/14/2008,5:15:21 PM,12.11,2.3
13862,5/14/2008,6:15:21 PM,12.11,2.2
13864,5/14/2008,7:15:21 PM,12.207,2.0
13866,5/14/2008,8:15:21 PM,12.11,1.7
13868,5/14/2008,9:15:21 PM,12.013,1.4
13870,5/14/2008,10:15:21 PM,12.207,1.2
13872,5/14/2008,11:15:21 PM,12.69,1.2
13874,5/15/2008,12:15:21 AM,13.076,1.1
13876,5/15/2008,1:15:21 AM,13.365,1.1
13878,5/15/2008,2:15:21 AM,13.461,1.1
13880,5/15/2008,3:15:21 AM,13.365,1.6
13882,5/15/2008,4:15:21 AM,16.141,2.2
13884,5/15/2008,5:15:21 AM,15.282,2.5
13886,5/15/2008,6:15:21 AM,14.134,2.6
13888,5/15/2008,7:15:21 AM,14.134,2.5
13890,5/15/2008,8:15:21 AM,15.282,2.1
13892,5/15/2008,9:15:21 AM,15.091,1.7
13894,5/15/2008,10:15:21 AM,13.654,1.3
13896,5/15/2008,11:15:21 AM,13.076,1.1
13898,5/15/2008,12:15:21 PM,12.787,1.1
13900,5/15/2008,1:15:21 PM,12.69,1.1
13902,5/15/2008,2:15:21 PM,12.497,1.1
13904,5/15/2008,3:15:21 PM,12.401,1.1
13906,5/15/2008,4:15:21 PM,12.401,1.4
13908,5/15/2008,5:15:21 PM,13.076,1.9
13910,5/15/2008,6:15:21 PM,13.75,2.1
13912,5/15/2008,7:15:21 PM,13.942,2.1
13914,5/15/2008,8:15:21 PM,14.325,1.9
13916,5/15/2008,9:15:21 PM,14.804,1.6
13918,5/15/2008,10:15:21 PM,15.378,1.3
13920,5/15/2008,11:15:21 PM,16.427,1.1
13922,5/16/2008,12:15:21 AM,17.284,1.1
13924,5/16/2008,1:15:21 AM,17.284,1.0
13926,5/16/2008,2:15:21 AM,17.189,1.0
13928,5/16/2008,3:15:21 AM,17.189,1.3
13930,5/16/2008,4:15:21 AM,17.57,1.9
13932,5/16/2008,5:15:21 AM,18.806,2.4
13934,5/16/2008,6:15:21 AM,16.808,2.7
13936,5/16/2008,7:15:21 AM,16.141,2.7
13938,5/16/2008,8:15:21 AM,16.427,2.5
13940,5/16/2008,9:15:21 AM,17.57,2.1
13942,5/16/2008,10:15:21 AM,17.284,1.6
13944,5/16/2008,11:15:21 AM,16.237,1.2
13946,5/16/2008,12:15:21 PM,15.76,1.1
13948,5/16/2008,1:15:21 PM,15.378,1.1
13950,5/16/2008,2:15:21 PM,15.091,1.1
13952,5/16/2008,3:15:21 PM,14.996,1.1
13954,5/16/2008,4:15:21 PM,14.996,1.1
13956,5/16/2008,5:15:21 PM,15.187,1.5
13958,5/16/2008,6:15:21 PM,16.427,2.0
13960,5/16/2008,7:15:21 PM,16.237,2.3
13962,5/16/2008,8:15:21 PM,16.237,2.3
13964,5/16/2008,9:15:21 PM,16.808,2.1
13966,5/16/2008,10:15:21 PM,17.855,1.8
13968,5/16/2008,11:15:21 PM,18.331,1.4
13970,5/17/2008,12:15:21 AM,18.616,1.2
13972,5/17/2008,1:15:21 AM,18.806,1.1
13974,5/17/2008,2:15:21 AM,18.806,1.1
13976,5/17/2008,3:15:21 AM,18.711,1.3
13978,5/17/2008,4:15:21 AM,18.996,1.9
13980,5/17/2008,5:15:21 AM,20.424,2.4
13982,5/17/2008,6:15:21 AM,20.996,2.8
13984,5/17/2008,7:15:21 AM,18.616,3.0
13986,5/17/2008,8:15:21 AM,17.57,2.9
13988,5/17/2008,9:15:21 AM,19.092,2.6
13990,5/17/2008,10:15:21 AM,19.662,2.1
13992,5/17/2008,11:15:21 AM,18.711,1.6
13994,5/17/2008,12:15:21 PM,17.76,1.3
13996,5/17/2008,1:15:21 PM,17.189,1.2
13998,5/17/2008,2:15:21 PM,16.903,1.2
14000,5/17/2008,3:15:21 PM,16.713,1.1
14002,5/17/2008,4:15:21 PM,16.523,1.1
14004,5/17/2008,5:15:21 PM,16.523,1.1
14006,5/17/2008,6:15:21 PM,17.189,1.8
14008,5/17/2008,7:15:21 PM,18.806,2.3
14010,5/17/2008,8:15:21 PM,18.711,2.5
14012,5/17/2008,9:15:21 PM,18.996,2.5
14014,5/17/2008,10:15:21 PM,19.282,2.2
14016,5/17/2008,11:15:21 PM,19.853,1.9
14018,5/18/2008,12:15:21 AM,19.472,1.5
14020,5/18/2008,1:15:21 AM,18.996,1.3
14022,5/18/2008,2:15:21 AM,18.711,1.1
14024,5/18/2008,3:15:21 AM,18.521,1.3
14026,5/18/2008,4:15:21 AM,18.426,1.6
14028,5/18/2008,5:15:21 AM,18.806,2.2
14030,5/18/2008,6:15:21 AM,18.236,2.6
14032,5/18/2008,7:15:21 AM,17.379,2.9
14034,5/18/2008,8:15:21 AM,16.999,3.0
14036,5/18/2008,9:15:21 AM,16.999,2.8
14038,5/18/2008,10:15:21 AM,17.094,2.4
14040,5/18/2008,11:15:21 AM,17.189,1.9
14042,5/18/2008,12:15:21 PM,16.903,1.4
14044,5/18/2008,1:15:21 PM,16.427,1.2
14046,5/18/2008,2:15:21 PM,16.141,1.2
14048,5/18/2008,3:15:21 PM,15.951,1.1
14050,5/18/2008,4:15:21 PM,15.855,1.1
14052,5/18/2008,5:15:21 PM,15.855,1.1
14054,5/18/2008,6:15:21 PM,16.046,1.2
14056,5/18/2008,7:15:21 PM,16.999,1.9
14058,5/18/2008,8:15:21 PM,18.045,2.4
14060,5/18/2008,9:15:21 PM,18.426,2.6
14062,5/18/2008,10:15:21 PM,18.616,2.5
14064,5/18/2008,11:15:21 PM,18.901,2.2
14066,5/19/2008,12:15:21 AM,18.806,1.8
14068,5/19/2008,1:15:21 AM,18.331,1.5
14070,5/19/2008,2:15:21 AM,18.14,1.2
14072,5/19/2008,3:15:21 AM,17.95,1.2
14074,5/19/2008,4:15:21 AM,17.76,1.5
14076,5/19/2008,5:15:21 AM,17.855,1.9
14078,5/19/2008,6:15:21 AM,18.14,2.5
14080,5/19/2008,7:15:21 AM,17.665,2.8
14082,5/19/2008,8:15:21 AM,16.713,3.0
